NAME=Contour
12.93, 11.87
12.90, 11.86
12.85, 11.85
12.85, 11.85
12.80, 11.84
12.76, 11.84
12.74, 11.84
12.70, 11.84
12.66, 11.84
12.64, 11.84
12.60, 11.85
12.56, 11.86
12.54, 11.86
12.50, 11.87
12.48, 11.88
12.44, 11.90
NAME=Contour
20.79, 15.20
20.80, 15.20
20.80, 15.20
20.80, 15.20
20.80, 15.20
20.80, 15.20
20.80, 15.10
20.79, 15.19
20.79, 15.20
NAME=Contour
13.80, 16.10
13.80, 16.10
13.78, 16.18
13.71, 16.19
13.70, 16.19
13.70, 16.20
13.66, 16.20
13.69, 16.21
13.70, 16.21
13.71, 16.21
13.78, 16.22
13.80, 16.22
13.82, 16.22
13.87, 16.23
13.90, 16.23
13.93, 16.23
13.97, 16.23
14.00, 16.23
14.04, 16.24
14.06, 16.24
14.10, 16.24
14.14, 16.24
14.16, 16.24
14.20, 16.24
14.24, 16.24
14.26, 16.24
14.30, 16.24
14.34, 16.24
14.36, 16.24
14.40, 16.24
14.44, 16.24
14.46, 16.24
14.50, 16.24
14.54, 16.24
14.56, 16.24
14.60, 16.24
14.64, 16.24
14.66, 16.24
14.70, 16.24
14.75, 16.25
14.75, 16.25
14.80, 16.25
14.85, 16.25
14.85, 16.25
14.90, 16.26
14.94, 16.26
14.96, 16.26
15.00, 16.27
15.02, 16.22
15.01, 16.20
15.01, 16.19
15.00, 16.19
14.99, 16.19
14.91, 16.19
14.90, 16.19
14.89, 16.19
14.81, 16.19
14.80, 16.19
14.79, 16.19
14.71, 16.19
14.70, 16.19
14.69, 16.19
14.61, 16.19
14.60, 16.13
14.57, 16.13
14.53, 16.13
14.50, 16.13
14.47, 16.13
14.42, 16.12
14.40, 16.12
14.38, 16.12
14.31, 16.11
14.30, 16.11
14.29, 16.11
14.20, 16.10
14.20, 16.10
14.20, 16.10
14.20, 16.10
14.11, 16.09
14.10, 16.09
14.08, 16.08
14.02, 16.08
14.00, 16.08
13.98, 16.08
13.92, 16.08
13.90, 16.08
13.89, 16.09
13.80, 16.10
13.80, 16.10
13.80, 16.10
13.80, 16.10
NAME=Contour
14.01, 18.20
14.00, 18.20
14.00, 18.20
14.00, 18.20
14.00, 18.20
14.00, 18.20
14.00, 18.20
14.00, 18.20
14.01, 18.20
NAME=Contour
13.63, 18.60
13.61, 18.61
13.60, 18.65
13.60, 18.60
13.60, 18.60
13.60, 18.60
13.60, 18.60
13.61, 18.59
13.63, 18.60
NAME=Contour
13.51, 18.80
13.51, 18.81
13.50, 18.90
13.50, 18.80
13.50, 18.80
13.50, 18.80
13.50, 18.80
13.51, 18.79
13.51, 18.80
